gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,avg_charge_per_month,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,10,1,1,1,0,0,0,0,0,0,1,74.15,1,73.8,0,0,0,0,1
0,0,1,0,72,1,1,1,0,1,1,0,1,1,1,101.35,0,100.31712328767122,1,0,0,1,0
0,1,0,0,2,1,1,1,0,0,0,0,0,1,1,84.05,0,62.01666666666667,0,0,0,1,0
1,0,1,1,23,1,0,0,0,0,0,0,0,0,0,20.9,0,18.916666666666668,0,1,0,0,1
0,1,0,0,71,1,1,1,0,1,1,0,1,1,1,105.9,0,104.47152777777778,1,0,0,1,0
0,0,1,0,11,1,1,1,0,0,1,0,1,1,1,99.5,1,88.07916666666667,0,0,0,1,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,44.15,1,22.075,0,0,0,0,1
0,0,0,0,16,1,0,1,0,1,0,1,0,0,1,53.9,1,49.067647058823525,0,0,0,0,1
0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,85.45,1,42.725,0,0,0,0,1
1,0,1,0,12,1,0,1,0,1,0,0,0,1,1,85.05,0,76.9076923076923,0,0,1,0,0
0,0,0,0,54,0,0,1,1,0,0,1,0,1,0,44.1,0,43.08545454545454,1,0,0,0,0
0,0,1,0,68,1,1,1,0,1,1,1,0,0,0,90.2,0,91.27028985507246,0,1,1,0,0
0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,50.85,1,47.910000000000004,0,0,0,0,1
0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,59.2,1,29.6,0,0,0,1,0
1,0,0,0,27,1,0,1,1,0,0,1,0,0,0,53.45,0,52.19464285714286,0,0,0,0,1
1,0,0,0,21,1,0,0,0,0,0,0,0,0,1,19.95,0,18.927272727272726,0,0,0,0,1
1,0,0,0,13,1,0,1,0,0,1,0,1,0,1,83.2,1,75.75714285714285,0,0,0,1,0
0,1,0,0,64,1,1,1,0,1,1,1,0,1,0,74.65,0,74.91307692307693,0,0,1,0,0
0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,54.9,1,27.45,0,0,0,1,0
1,0,1,0,57,0,0,1,0,1,1,1,1,1,1,57.5,0,56.30948275862069,0,1,0,0,0
0,0,1,0,21,1,1,1,1,0,1,0,1,1,1,103.9,1,102.46363636363635,0,0,0,1,0
1,0,0,0,19,1,0,0,0,0,0,0,0,0,0,19.65,0,17.9075,0,1,0,0,1
1,0,1,0,31,1,0,1,0,0,1,0,1,1,1,93.8,0,91.86875,1,0,0,1,0
1,0,0,0,52,1,1,1,1,1,1,1,1,1,1,89.25,0,87.78113207547169,0,1,0,0,1
0,0,0,0,46,1,1,1,0,1,1,0,0,1,1,94.15,0,93.7968085106383,1,0,0,1,0
0,1,0,0,11,1,1,1,1,0,0,0,0,0,1,55.6,0,48.4,0,0,0,1,0
0,0,1,1,53,0,0,1,1,1,1,0,0,1,1,48.7,0,46.2074074074074,0,0,0,0,0
0,0,1,1,11,1,0,0,0,0,0,0,0,0,1,19.25,1,15.025,0,0,0,0,1
1,1,0,0,57,1,1,1,0,1,0,1,1,1,1,104.9,0,101.96465517241379,0,0,0,0,0
0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,75.45,1,52.800000000000004,0,0,0,0,1
0,1,0,0,2,1,0,1,1,1,0,0,0,0,0,54.85,1,34.733333333333334,0,0,0,0,1
0,0,1,1,71,1,0,0,0,0,0,0,0,0,0,19.9,0,19.296527777777776,0,1,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,19.4,0,9.7,0,0,0,0,1
1,0,1,0,68,1,1,0,0,0,0,0,0,0,0,25.05,0,23.61159420289855,0,1,1,0,0
1,0,1,0,72,1,0,1,1,1,1,1,1,1,0,84.45,0,82.64520547945206,0,1,0,0,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,19.3,0,14.799999999999999,0,0,0,0,1
1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,95.1,1,47.55,0,0,0,1,0
0,0,0,0,41,1,0,1,1,0,1,1,1,1,1,79.85,0,79.06547619047619,1,0,0,0,0
1,0,1,1,72,1,1,0,0,0,0,0,0,0,0,25.55,0,25.584931506849315,0,1,1,0,0
1,0,1,0,6,1,1,1,0,0,0,0,0,0,1,75.5,1,62.57142857142857,0,0,0,1,0
0,0,1,1,4,1,0,1,0,0,1,0,0,0,1,73.75,1,65.09,0,0,0,1,0
1,0,0,0,12,1,1,1,0,0,0,0,1,1,1,96.05,1,88.3153846153846,0,0,0,1,0
0,0,1,0,58,1,1,1,1,0,0,1,0,1,1,68.4,0,67.32627118644068,1,0,0,1,0
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,20.65,0,19.4875,0,0,0,0,1
0,0,1,0,65,1,0,1,1,0,1,0,0,0,1,55.15,0,55.65378787878788,0,0,0,0,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,70.6,0,35.3,0,0,0,0,1
1,0,1,0,56,1,0,0,0,0,0,0,0,0,0,19.95,0,19.767543859649123,1,0,1,0,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,19.0,0,14.690000000000001,0,0,0,0,1
0,0,1,1,58,1,0,1,0,0,0,0,0,0,1,44.1,0,40.89915254237288,1,0,0,0,1
1,0,1,0,62,1,1,1,0,0,1,1,1,1,1,107.6,0,109.72539682539683,0,1,0,0,0
1,0,0,0,26,1,1,1,1,1,0,0,0,0,0,61.55,0,58.59074074074074,1,0,0,1,0
1,0,0,0,62,1,1,1,1,1,1,0,0,0,0,90.7,0,88.67380952380952,0,0,0,0,0
0,0,1,1,58,1,0,1,1,1,0,0,1,1,0,99.25,0,99.0957627118644,1,0,1,0,0
0,0,1,0,68,1,1,1,1,1,1,1,1,1,1,91.7,0,93.11159420289854,0,1,0,1,0
0,0,1,1,61,1,1,1,1,1,1,0,0,1,1,100.7,0,97.07499999999999,1,0,1,0,0
0,0,0,0,42,1,1,1,0,0,1,1,1,1,1,78.45,0,78.45116279069768,0,1,1,0,0
1,0,0,0,18,1,1,1,0,0,0,0,1,0,0,84.3,0,80.9421052631579,0,0,0,0,0
0,0,0,0,56,1,0,0,0,0,0,0,0,0,1,19.55,0,18.95701754385965,0,1,0,0,0
0,0,0,0,4,1,1,1,0,1,0,0,0,1,1,88.95,1,71.03999999999999,0,0,0,1,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,20.45,0,16.57,0,0,1,0,0
0,0,0,1,35,1,0,1,1,1,0,0,0,0,0,55.6,0,56.0125,1,0,1,0,0
0,0,1,1,64,1,1,1,1,0,0,1,0,0,1,86.8,0,81.95769230769231,0,0,0,0,0
0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,20.95,0,21.3515625,1,0,0,0,1
0,1,1,0,67,1,0,0,0,0,0,0,0,0,1,20.05,0,18.574264705882353,0,1,0,0,0
0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,50.7,1,30.26,0,0,1,0,0
0,1,1,0,70,1,1,1,1,1,1,1,1,1,1,113.65,0,108.65704225352113,0,1,0,1,0
1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,53.4,1,47.175,0,0,1,0,0
1,1,1,0,53,1,1,1,0,1,0,0,1,1,1,101.9,1,102.76666666666667,0,0,0,1,0
1,0,1,1,2,1,0,1,1,1,0,1,0,0,0,59.5,0,43.5,0,1,0,0,1
0,0,1,1,29,1,0,1,0,0,0,0,1,1,1,87.8,0,87.39166666666667,0,0,1,0,0
0,0,0,0,47,0,0,1,1,0,1,1,0,0,0,41.9,0,39.067708333333336,0,1,0,0,1
0,0,1,1,68,1,1,1,0,0,0,0,1,0,1,83.0,1,82.40289855072464,1,0,0,1,0
1,0,0,1,12,1,0,1,1,0,0,0,1,1,1,69.85,0,64.42307692307692,0,0,0,0,1
0,0,1,1,8,1,0,1,0,1,0,1,0,0,0,56.3,0,44.611111111111114,0,0,0,0,0
1,0,1,0,54,1,1,1,1,1,1,0,1,1,0,109.55,0,111.25363636363636,0,0,0,1,0
1,0,1,1,69,1,0,1,0,1,0,1,1,0,1,92.15,0,92.58428571428571,0,1,0,0,1
0,0,0,0,26,1,1,1,1,1,0,0,1,0,1,69.5,0,66.66851851851851,0,0,0,0,0
0,0,1,0,72,1,1,1,1,1,1,1,0,0,1,97.0,0,97.31780821917808,0,1,0,0,0
0,0,0,0,70,0,0,1,1,0,1,1,1,1,1,58.35,0,59.355633802816904,0,1,0,0,0
1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,50.6,1,25.3,0,0,0,0,1
1,0,0,0,10,1,0,1,0,0,0,0,1,1,1,89.5,1,78.46363636363637,0,0,0,1,0
0,0,1,1,28,1,0,1,0,0,0,0,0,0,1,70.4,0,68.69655172413793,1,0,0,0,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,69.8,1,34.9,0,0,0,1,0
0,0,1,0,21,1,1,1,0,0,0,0,1,1,1,94.3,0,88.56136363636364,0,0,0,1,0
1,1,1,0,51,1,1,1,1,0,1,0,1,0,1,93.8,1,91.36442307692307,0,0,0,0,0
0,0,1,1,53,1,0,0,0,0,0,0,0,0,0,19.55,0,18.664814814814815,1,0,0,0,0
1,0,0,1,53,1,0,1,1,1,1,0,0,1,0,95.95,0,93.27592592592592,1,0,0,1,0
1,0,1,0,24,1,1,1,0,0,1,0,1,1,1,101.05,1,95.67200000000001,0,0,0,1,0
0,0,1,0,70,1,1,1,1,1,1,1,1,1,1,94.8,0,96.60633802816902,0,1,1,0,0
1,0,0,0,61,1,1,1,1,1,1,0,1,1,1,107.75,0,105.19193548387096,1,0,0,1,0
0,0,0,0,11,1,0,1,1,0,0,1,0,0,1,54.6,0,51.487500000000004,1,0,0,0,1
1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,71.3,0,52.583333333333336,0,0,1,0,0
1,0,0,0,25,1,0,0,0,0,0,0,0,0,1,19.5,0,19.857692307692307,1,0,0,0,0
0,0,0,0,41,1,1,1,0,1,0,0,0,0,1,56.3,0,56.285714285714285,1,0,1,0,0
1,0,1,0,18,1,1,1,0,0,0,0,1,1,1,94.7,1,88.83947368421053,0,0,0,1,0
1,1,1,0,72,1,1,1,0,1,1,0,1,1,1,104.15,1,105.34178082191781,0,1,0,0,0
0,0,1,1,71,1,1,1,1,1,1,1,1,1,1,90.55,0,86.65347222222222,0,1,1,0,0
0,0,1,1,34,1,0,1,1,1,1,0,0,0,1,60.8,0,58.34428571428571,1,0,0,0,1
1,0,0,0,29,1,0,1,0,0,1,1,1,1,1,98.8,0,93.57,0,0,1,0,0
1,1,1,0,40,1,0,1,1,1,1,1,1,0,1,98.15,0,100.40975609756099,1,0,1,0,0
1,0,1,0,36,0,0,1,1,0,1,0,0,0,0,35.35,0,35.62027027027027,1,0,0,0,1
0,0,1,0,46,1,1,1,0,1,0,1,1,1,1,103.15,0,97.75851063829786,1,0,0,1,0
0,0,0,0,58,1,1,1,1,1,1,0,1,1,1,107.75,0,107.33474576271186,1,0,0,1,0
1,0,0,0,39,1,1,1,0,1,0,0,0,0,0,81.4,0,80.34375,1,0,1,0,0
1,0,1,1,4,1,0,1,0,0,0,1,0,1,0,61.45,1,45.910000000000004,0,0,1,0,0
0,0,1,1,52,1,1,1,0,1,1,0,1,0,1,95.7,0,93.88962264150943,1,0,1,0,0
1,1,1,0,70,1,1,1,0,1,1,0,1,1,1,104.8,0,102.94295774647887,1,0,0,1,0
1,1,1,0,65,1,0,1,0,0,0,0,0,0,1,70.95,0,69.01818181818182,1,0,0,0,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,44.95,0,22.475,0,0,0,0,1
0,0,1,0,70,1,1,1,0,0,1,0,1,1,1,97.65,0,98.34507042253522,1,0,0,1,0
0,1,1,1,29,0,0,1,0,1,1,0,0,0,1,35.65,0,34.17166666666667,0,0,0,0,1
1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,90.55,1,45.275,0,0,0,1,0
0,0,0,0,67,1,1,1,1,0,1,1,1,1,1,85.25,0,84.03235294117647,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.5,0,9.75,0,0,0,0,1
0,0,0,0,26,1,0,1,0,0,0,0,1,1,1,88.8,1,84.23518518518519,0,0,0,0,0
0,0,1,1,30,1,1,0,0,0,0,0,0,0,1,25.1,0,25.469354838709677,0,1,0,0,1
0,0,1,0,48,1,0,1,0,0,1,1,1,1,1,100.05,0,98.65306122448979,0,0,1,0,0
0,0,1,1,55,1,0,1,1,1,0,0,0,0,0,55.7,0,55.925000000000004,0,0,0,1,0
1,0,0,0,7,1,1,1,0,0,0,0,0,1,1,85.2,1,75.31875,0,0,0,0,1
1,0,0,0,37,1,1,1,1,0,0,0,1,0,1,91.15,0,88.66447368421052,0,0,0,1,0
0,0,1,0,31,1,0,1,0,1,0,0,0,1,1,83.85,0,83.5671875,0,0,0,0,0
1,0,0,0,4,1,0,1,0,0,0,0,0,0,1,45.9,0,39.95,0,0,0,1,0
1,0,1,1,72,1,1,0,0,0,0,0,0,0,1,25.1,0,24.53150684931507,0,1,1,0,0
1,1,0,0,5,1,0,1,0,0,0,0,1,1,1,91.4,1,74.95833333333333,0,0,0,1,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,19.7,0,9.85,0,0,0,0,1
0,1,0,0,15,1,0,1,0,0,0,0,1,1,1,91.5,0,87.51875,0,0,0,1,0
1,0,1,1,8,1,0,1,1,0,0,0,0,0,1,51.3,0,45.733333333333334,0,0,1,0,0
0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,21.1,0,20.583333333333332,1,0,0,0,1
0,1,0,0,56,1,1,1,0,1,1,0,1,1,0,104.75,0,102.47982456140352,0,0,0,1,0
1,0,1,0,42,1,1,1,0,0,1,1,1,1,1,106.15,1,104.94651162790697,0,0,0,0,0
1,1,1,1,65,1,1,1,1,1,0,0,0,0,1,85.75,0,86.18863636363636,0,0,0,1,0
0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,20.3,0,10.633333333333333,1,0,0,0,1
1,1,1,0,65,1,1,1,1,0,0,0,1,1,1,100.75,0,101.1310606060606,1,0,0,1,0
0,0,0,0,18,1,1,1,0,0,0,0,0,0,1,74.15,0,70.82894736842105,0,0,0,1,0
0,0,0,0,23,1,1,1,1,0,1,0,1,1,1,78.55,0,76.79375,1,0,0,1,0
0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,45.3,1,39.39,0,0,0,0,1
1,0,1,0,70,1,0,0,0,0,0,0,0,0,0,19.85,0,20.194366197183097,0,1,1,0,0
0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,50.7,0,42.910000000000004,0,0,0,1,0
1,0,0,0,19,1,0,1,0,0,0,0,0,0,1,45.0,0,43.292500000000004,0,0,0,0,0
0,0,0,0,18,1,0,1,0,1,1,0,0,0,0,77.8,0,71.50526315789473,0,0,0,1,0
0,1,1,0,38,1,0,1,1,0,0,0,0,1,1,83.45,0,80.69615384615385,0,0,0,1,0
1,0,0,0,2,1,1,1,0,0,0,0,0,0,1,73.25,1,43.68333333333334,0,0,1,0,0
1,0,0,0,47,1,1,1,1,1,0,0,1,0,0,94.8,0,94.496875,1,0,0,0,0
0,0,1,1,52,1,0,0,0,0,0,0,0,0,0,20.1,0,20.35377358490566,0,1,0,0,0
1,0,0,0,9,1,1,1,0,0,0,0,0,1,0,59.9,0,54.239999999999995,0,0,0,0,1
0,0,1,0,26,1,1,1,1,1,1,1,1,1,1,90.1,0,85.65,1,0,1,0,0
1,0,1,1,8,1,0,1,0,0,1,0,0,0,1,51.05,1,46.11666666666667,0,0,0,1,0
1,0,1,0,44,1,0,1,0,1,1,1,1,0,1,70.95,0,72.23222222222222,1,0,0,1,0
0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,29.2,0,24.625,0,0,0,0,1
1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,46.6,0,29.3,0,0,0,0,0
0,0,1,1,9,1,1,1,0,0,0,0,1,0,1,85.35,1,75.465,0,0,0,0,0
1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,75.35,1,37.675,0,0,0,1,0
1,0,0,0,25,1,0,1,1,0,0,0,0,0,0,74.3,0,75.08653846153847,0,0,0,0,0
0,1,1,0,2,1,0,1,0,0,0,0,0,0,1,69.3,0,51.26666666666667,0,0,0,1,0
1,0,0,0,43,1,0,1,1,0,0,0,0,0,1,75.2,1,72.69545454545454,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.9,1,10.45,0,0,0,0,1
0,0,1,0,58,1,1,1,0,1,1,0,0,1,1,94.3,0,95.08728813559321,1,0,0,1,0
0,0,1,1,59,1,1,1,1,0,1,1,1,0,1,76.45,0,75.325,0,1,0,0,1
1,0,0,0,44,0,0,1,1,0,1,0,1,1,1,54.0,0,54.227777777777774,1,0,0,1,0
1,0,0,0,66,1,1,1,0,1,0,1,1,1,1,104.25,0,102.39701492537314,1,0,0,1,0
1,0,1,1,68,1,0,0,0,0,0,0,0,0,0,19.95,0,19.96666666666667,0,1,0,0,0
1,0,0,0,9,0,0,1,0,0,0,0,0,0,1,24.95,0,19.025,0,0,0,1,0
1,0,0,0,19,1,1,1,1,0,1,0,0,0,1,84.75,0,82.5975,0,0,0,1,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,19.75,0,15.66,0,0,0,0,1
0,0,0,0,70,1,1,1,1,1,1,1,1,1,1,113.65,0,111.82042253521126,0,1,0,0,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,44.9,0,22.45,0,0,0,0,1
0,0,0,0,8,1,1,1,0,0,0,0,0,0,1,75.25,0,64.07777777777778,0,0,0,1,0
1,0,0,0,53,1,1,0,0,0,0,0,0,0,0,24.6,0,23.685185185185187,0,1,0,0,1
1,1,0,0,51,1,1,0,0,0,0,0,0,0,0,25.0,0,24.24423076923077,1,0,0,0,0
1,0,1,1,11,1,0,0,0,0,0,0,0,0,0,20.95,0,22.27916666666667,0,0,0,0,0
1,0,1,1,60,1,1,1,1,0,1,1,1,1,1,110.6,0,107.98114754098361,0,1,0,1,0
1,0,0,0,17,1,0,1,1,1,0,0,0,0,1,55.5,0,51.89722222222222,0,0,1,0,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,1,43.3,1,30.9125,0,0,0,1,0
1,0,1,0,70,1,0,1,1,1,1,1,1,1,1,109.5,1,106.1218309859155,1,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.45,0,9.725,0,0,0,0,1
1,1,0,0,43,1,1,1,0,0,0,0,1,0,1,84.85,0,82.85454545454546,0,0,0,1,0
0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,19.6,0,18.49705882352941,0,0,0,0,1
0,0,1,1,57,1,0,1,1,1,0,0,0,0,0,53.45,0,52.63793103448276,1,0,0,1,0
1,0,1,1,37,1,0,0,0,0,0,0,0,0,0,19.8,0,17.817105263157895,1,0,1,0,0
0,0,1,0,72,1,1,1,1,1,1,1,1,1,0,112.1,0,109.12260273972602,0,1,1,0,0
0,1,0,0,11,1,1,1,0,0,0,0,0,1,1,84.8,1,75.57083333333334,0,0,1,0,0
0,1,1,0,50,1,1,1,0,1,1,0,1,0,1,95.05,1,95.85686274509804,0,0,0,1,0
1,1,0,0,5,1,0,1,0,0,1,0,0,0,0,50.35,1,39.541666666666664,0,0,0,1,0
1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,74.6,1,37.3,0,0,0,0,0
1,0,0,0,16,1,0,0,0,0,0,0,0,0,1,19.7,1,20.141176470588235,0,0,0,0,1
1,1,1,0,2,1,0,1,0,0,1,0,0,0,1,74.2,0,46.699999999999996,0,0,0,1,0
0,0,0,0,17,1,1,1,0,0,1,1,1,0,1,69.0,0,61.55555555555556,0,0,0,0,1
0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,19.35,0,17.38529411764706,1,0,1,0,0
0,0,0,0,15,1,0,1,0,0,1,0,0,1,1,59.45,1,55.790625,0,0,0,1,0
0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,19.8,0,18.022727272727273,1,0,0,0,1
0,0,0,1,46,1,0,1,1,1,0,1,1,1,1,105.2,1,102.61382978723405,1,0,0,0,0
1,0,1,1,64,1,1,1,0,1,1,1,1,1,1,109.2,0,103.71,0,1,1,0,0
0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,79.15,0,39.575,0,0,0,0,1
1,0,1,1,25,1,0,1,0,1,1,0,0,0,0,53.65,0,52.13269230769231,1,0,0,0,1
1,0,1,1,71,1,0,1,1,1,1,1,1,0,0,100.2,0,100.125,0,1,1,0,0
1,0,0,0,8,1,0,1,0,0,0,0,0,0,1,45.15,1,48.71111111111111,0,0,0,0,1
0,0,1,1,72,1,0,1,1,1,1,1,1,1,1,108.65,0,105.84041095890412,0,1,0,0,0
0,0,1,0,49,0,0,1,1,0,0,0,1,0,0,40.65,0,41.415,0,0,0,0,0
1,0,1,1,29,0,0,1,1,1,1,1,0,1,1,55.35,0,54.565000000000005,1,0,1,0,0
1,0,1,0,72,1,1,1,1,1,1,1,0,1,0,105.6,0,103.85616438356165,0,1,0,0,0
1,0,1,0,31,1,1,1,0,1,1,0,1,0,0,93.8,1,94.359375,0,0,0,1,0
0,0,0,0,50,1,1,1,0,0,0,0,1,1,1,95.7,0,92.74019607843137,0,0,0,1,0
1,0,1,0,71,1,1,1,1,0,1,1,1,1,0,83.2,0,85.08472222222223,0,1,0,1,0
1,1,1,0,70,1,1,1,1,1,1,1,1,1,0,90.05,0,89.20281690140844,0,1,1,0,0
1,0,0,0,71,1,1,1,1,0,0,1,0,1,0,97.65,0,92.88680555555555,1,0,1,0,0
1,0,1,1,61,1,0,1,1,1,1,1,0,0,1,68.05,0,67.06854838709677,0,1,0,0,0
1,0,0,0,32,1,0,1,0,0,0,1,1,1,1,96.2,1,96.46666666666667,0,0,0,1,0
0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,79.6,1,39.8,0,0,0,1,0
1,0,0,0,68,1,1,1,1,1,1,0,0,1,1,102.1,0,103.61376811594204,0,1,0,0,0
1,0,0,0,62,1,1,0,0,0,0,0,0,0,0,23.4,0,22.692857142857143,0,1,0,0,0
0,0,0,1,7,1,0,1,0,0,0,0,0,0,1,71.05,0,59.08125,0,0,0,1,0
1,0,0,0,20,1,1,1,0,0,0,0,1,0,1,85.25,1,82.5952380952381,0,0,0,1,0
1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,19.45,0,16.214285714285715,1,0,0,0,1
0,1,0,0,33,0,0,1,1,1,1,0,1,1,1,59.45,0,55.43088235294118,0,0,0,0,0
1,0,1,1,28,1,1,1,0,0,0,0,1,1,0,92.2,0,88.55689655172414,1,0,0,0,0
1,0,0,0,27,1,0,0,0,0,0,0,0,0,0,19.85,0,16.785714285714285,0,1,1,0,0
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,43.9,0,34.8,0,0,0,0,1
1,0,0,0,26,1,1,1,0,0,0,1,0,0,1,80.5,1,77.36296296296297,0,0,0,1,0
1,1,0,0,5,1,1,1,0,1,0,0,0,1,1,89.8,1,83.76666666666667,0,0,0,1,0
1,1,0,0,30,1,1,1,1,0,0,0,0,1,1,90.5,0,83.73709677419355,0,0,1,0,0
1,0,0,0,63,1,1,1,0,1,0,0,0,1,0,90.45,0,91.0234375,1,0,1,0,0
1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,50.75,1,25.375,0,0,0,1,0
0,0,0,1,53,1,1,1,0,1,1,1,1,1,1,84.6,0,82.40277777777777,1,0,0,1,0
0,0,1,1,14,1,0,1,0,1,0,1,0,1,1,89.65,1,80.55666666666666,0,0,1,0,0
0,0,0,0,21,1,0,1,0,1,0,1,1,1,1,99.15,0,88.92727272727274,0,0,0,0,0
1,0,0,0,17,1,0,0,0,0,0,0,0,0,0,19.95,0,17.255555555555556,1,0,0,0,1
1,0,1,1,16,1,0,0,0,0,0,0,0,0,0,20.5,0,17.091176470588238,0,1,0,0,1
0,0,0,0,35,1,0,1,0,0,1,0,0,1,1,62.1,0,58.224999999999994,0,0,0,1,0
0,1,0,0,32,1,0,1,0,0,0,0,0,1,1,79.5,0,80.75757575757575,0,0,0,1,0
0,0,1,1,28,1,0,0,0,0,0,0,0,0,1,19.55,0,18.75172413793103,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.35,0,10.175,0,0,0,0,1
1,0,0,0,59,0,0,1,0,0,0,1,1,1,1,51.7,0,50.09666666666667,0,0,0,1,0
0,0,1,1,72,1,1,0,0,0,0,0,0,0,1,23.3,0,22.234931506849318,1,0,0,0,0
1,0,0,0,36,1,0,1,0,1,0,1,0,1,1,65.4,1,67.52432432432433,1,0,0,0,1
0,0,0,0,40,1,0,1,1,1,0,0,1,0,0,65.1,0,63.073170731707314,0,0,0,0,1
1,0,1,1,40,1,1,1,0,0,1,0,0,0,1,81.2,0,80.30000000000001,0,0,0,1,0
0,0,0,1,9,1,0,1,0,0,1,1,1,1,1,72.9,1,65.14,0,0,0,0,1
1,0,1,1,63,1,0,1,1,1,1,1,1,0,0,74.5,0,73.03984375,0,1,1,0,0
0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,80.5,0,58.0875,0,0,0,1,0
1,0,1,1,40,0,0,1,0,1,1,1,1,1,0,60.3,0,59.71951219512195,1,0,0,0,1
1,0,1,0,8,1,0,1,1,0,0,0,0,0,1,75.0,0,73.12222222222222,0,0,0,0,1
1,1,1,0,34,1,0,1,1,0,0,1,1,0,0,90.15,0,89.39428571428572,1,0,0,0,1
1,0,0,0,5,0,0,1,1,0,1,1,0,0,0,40.0,1,37.24166666666667,0,0,0,0,1
1,1,0,0,9,1,1,1,0,1,0,0,1,1,1,99.45,1,91.94,0,0,1,0,0
1,0,1,0,9,1,1,1,0,1,1,0,0,1,1,69.05,0,65.39500000000001,0,0,1,0,0
1,0,1,1,31,1,1,1,0,0,0,0,0,1,0,59.7,0,57.046875,0,0,0,0,0
0,0,1,0,50,1,0,0,0,0,0,0,0,0,1,19.85,0,18.492156862745098,1,0,0,0,0
0,0,0,0,2,1,0,1,1,1,0,1,0,0,1,86.25,1,60.550000000000004,0,0,0,1,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,45.65,1,22.825,0,0,0,1,0
1,0,0,0,8,1,0,1,0,0,0,0,0,0,1,70.1,1,61.26111111111111,0,0,0,0,1
0,0,0,0,9,0,0,1,0,1,0,0,0,1,0,40.75,0,35.94,0,0,0,1,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,70.2,1,38.65,0,0,0,0,0
0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,55.35,1,41.3,0,0,0,1,0
1,0,1,0,25,1,0,1,0,0,0,1,1,1,1,95.7,0,89.93653846153846,0,0,1,0,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,46.3,0,23.15,0,0,0,1,0
0,0,1,1,45,1,1,1,1,1,1,1,1,0,0,81.3,0,76.9804347826087,0,0,0,0,1
1,1,1,1,51,1,1,1,0,1,1,0,0,0,1,84.2,1,79.73173076923078,0,0,0,1,0
0,0,1,1,55,1,0,0,0,0,0,0,0,0,0,20.0,0,19.415178571428573,0,0,1,0,0
0,0,0,0,38,1,1,1,1,1,1,0,0,0,1,66.15,0,64.67692307692307,0,0,0,0,0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,45.85,1,27.0,0,0,0,0,1
